C:/Users/siman/Desktop/Mini Project- My Part/WhatsApp Image 2023-06-23 at 13.33.23.jpg,"""AS12AF6114"
C:/Users/siman/Desktop/Mini Project- My Part/WhatsApp Image 2023-06-23 at 13.33.23.jpg,"""AS12AF6114"
C:/Users/siman/Desktop/Mini Project- My Part/WhatsApp Image 2023-06-23 at 13.33.2522.jpg,AsO6AA5426
C:/Users/siman/Desktop/Mini Project- My Part/WhatsApp Image 2023-06-23 at 13.33.23.jpg,"""AS12AF6114"
C:/Users/siman/Desktop/Mini Project- My Part/WhatsApp Image 2023-06-23 at 13.33.2522.jpg,AsO6AA5426
